sample	Transcript_ID_clean	gene_id	gene_name	TPM	Amyloid_Index_max	strict_burden	strict_burden_rank_desc	Consensus_collapsed	n_protein_variants	Group	raw_Group	subject	time	batch
SRR32060215	ENST00000478536	ENSG00000068885.15	IFT80	6.359389781951904	0.03295424496901233	0.20956888872787696	378.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000478753	ENSG00000179918.19	SEPHS2	12.135000228881836	-0.6503977611860424	-7.892576980856859	964.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000479011	ENSG00000105856.14	HBP1	1.1297399997711182	-1.097324442856296	-1.2396913158213143	632.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000479111	ENSG00000162623.16	TYW3	8.149740219116211	0.06890419360202835	0.5615512778642203	324.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000479764	ENSG00000143450.19	OAZ3	1.4985100030899048	-0.12575856513374012	-0.1884504678271429	457.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000479899	ENSG00000160124.9	MIX23	6.403800010681152	-0.19520671816323176	-1.2500647838587362	636.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000480205	ENSG00000163636.11	PSMD6	6.19359016418457	0.5947926300787124	3.683901783384985	123.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000480218	ENSG00000112763.17	BTN2A1	8.713749885559082	0.9151639340679111	7.974509625752059	75.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000480716	ENSG00000175787.18	ZNF169	4.924630165100098	0.2358064049483149	1.1612593349322804	243.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000480908	ENSG00000114125.14	RNF7	4.862959861755371	0.017490914191688755	0.0850576136595898	398.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000481541	ENSG00000115486.13	GGCX	7.73567008972168	0.3603854015431555	2.7878225714897256	152.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000482419	ENSG00000108021.22	TASOR2	130.5030059814453	0.0502880103593093	6.562736516715925	86.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000483089	ENSG00000198556.14	ZNF789	7.642739772796631	-0.42788608119731963	-3.2702219709928433	812.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000483260	ENSG00000134248.14	LAMTOR5	2.9873299598693848	0.7778705656856924	2.3237560457734148	167.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000483273	ENSG00000233954.7	UQCRHL	7.314730167388916	-1.9160202483854043	-14.015171112192721	1050.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000483400	ENSG00000166839.18	ANKDD1A	4.615560054779053	0.10013298797212397	0.46216981944980673	343.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000483426	ENSG00000115652.15	UXS1	41.25230026245117	0.5762342445013711	23.770988075677263	31.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000483630	ENSG00000269713.9	NBPF9	3.9298999309539795	-1.2055373578236719	-4.737641179273691	879.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000484477	ENSG00000107551.21	RASSF4	49.54389953613281	0.2172672263855202	10.764265636538438	61.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000485114	ENSG00000152061.24	RABGAP1L	8.378580093383789	-1.2911909541400381	-10.818346825114945	1017.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000485281	ENSG00000107669.19	ATE1	8.646699905395508	0.48690443696787167	4.210116549066749	110.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000485569	ENSG00000122545.22	SEPTIN7	23.58679962158203	-0.7643687830642539	-18.029013323129064	1077.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000486046	ENSG00000142733.18	MAP3K6	1.808750033378601	-0.1999167704708417	-0.36159946526207704	490.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000486337	ENSG00000196998.19	WDR45	131.91600036621094	-0.12589794449438957	-16.607953292027098	1067.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000486474	ENSG00000198482.14	ZNF808	15.327199935913086	-0.39896717023938416	-6.115049586124514	923.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000486862	ENSG00000123240.17	OPTN	1.9783200025558472	-0.19811027839866427	-0.39192552646798506	496.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000486911	ENSG00000155621.15	C9orf85	1.0016100406646729	-2.215702232511356	-2.2192696032065053	724.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000486944	ENSG00000171121.17	KCNMB3	4.131869792938232	0.1416614803728667	0.5853267915755601	321.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000487271	ENSG00000009790.15	TRAF3IP3	22.038799285888672	-0.7965574979149455	-17.555170816217167	1074.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000488009	ENSG00000102786.15	INTS6	5.254660129547119	0.4267453617359805	2.2424018377832193	170.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000489512	ENSG00000106477.20	CEP41	9.400150299072266	-0.5704744283788659	-5.362545368538676	901.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000489647	ENSG00000186184.20	POLR1D	4.998169898986816	-1.1735393719619123	-5.865549164215923	917.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000489843	ENSG00000168374.11	ARF4	9.985420227050781	0.47067312349891155	4.699868927715202	105.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000490506	ENSG00000092036.19	HAUS4	3.5508298873901367	0.28329397456746597	1.0059287118116995	259.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000490507	ENSG00000128815.20	WDFY4	75.19439697265625	-0.9368360333075257	-70.4448205868147	1151.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000491219	ENSG00000117020.19	AKT3	4.398439884185791	-0.05927404715536875	-0.2607133331052832	475.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000491356	ENSG00000196418.13	ZNF124	10.165900230407715	-1.0006304957031245	-10.172309786821378	1006.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000492255	ENSG00000115364.14	MRPL19	2.7696499824523926	-0.004935275897290569	-0.013668986802328541	423.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000492318	ENSG00000118007.13	STAG1	1.0797300338745117	0.4481372818786798	0.4838672825432985	338.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000492785	ENSG00000135968.22	GCC2	84.13569641113281	-0.2120477449897825	-17.84078469712565	1076.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000493173	ENSG00000112763.17	BTN2A1	12.717599868774414	0.5124574023593191	6.517228192997354	87.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000493380	ENSG00000151474.23	FRMD4A	1.399399995803833	0.8536335706553226	1.1945748151930695	240.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000493576	ENSG00000075292.20	ZNF638	28.302499771118164	-0.887535516733218	-25.119473759201142	1100.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000493680	ENSG00000099968.19	BCL2L13	9.764439582824707	0.27950149544098	2.7291754655426046	154.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000494258	ENSG00000003402.21	CFLAR	2.8965001106262207	0.261532271671033	0.7575282538274739	294.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000494307	ENSG00000122882.11	ECD	18.227500915527344	-0.12055235206327564	-2.1973681076023315	723.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000494516	ENSG00000167491.18	GATAD2A	4.356800079345703	-1.0513996299052573	-4.580737990995268	871.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000495544	ENSG00000196562.16	SULF2	11.167900085449219	-0.5419619602274615	-6.052577021934493	922.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000495566	ENSG00000163605.16	PPP4R2	5.529059886932373	-0.042119250672019215	-0.23287985935831085	467.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000495996	ENSG00000084207.18	GSTP1	43.47359848022461	0.04809819338947632	2.091001547038287	181.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000496083	ENSG00000184307.17	ZDHHC23	3.7554500102996826	1.3113598557215624	4.924746383676132	99.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000497586	ENSG00000163935.14	SFMBT1	7.143229961395264	-1.9329882111738577	-13.807779305080935	1048.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000498307	ENSG00000070087.15	PFN2	2.615530014038086	-0.12312340966333916	-0.3220329734051705	486.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000500945	ENSG00000145782.13	ATG12	3.1138501167297363	-0.952408536066811	-2.9656574312060364	786.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000502429	ENSG00000124802.12	EEF1E1	4.521870136260986	0.41432704397784964	1.8735330868087305	192.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000502524	ENSG00000151883.20	PARP8	13.19219970703125	-0.8848997684168907	-11.673774465661326	1028.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000502597	ENSG00000110200.9	ANAPC15	30.651199340820312	-0.4800942890363144	-14.715465755641477	1051.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000502814	ENSG00000145916.19	RMND5B	3.1111600399017334	0.30297235109357856	0.9425954719174199	269.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000502997	ENSG00000123219.13	CENPK	3.393980026245117	-0.94591365513895	-3.2104120520941084	802.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000503196	ENSG00000118564.15	FBXL5	25.37350082397461	-0.18788012867124598	-4.767176599648316	880.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000503306	ENSG00000123415.16	SMUG1	9.96222972869873	-0.4676315164822401	-4.658652595575843	876.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000503518	ENSG00000125388.20	GRK4	3.083209991455078	0.6297186357823977	1.94155478964975	186.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000503660	ENSG00000138757.15	G3BP2	10.667499542236328	-0.9440694835715397	-10.070860783838686	1002.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000503680	ENSG00000137434.12	C6orf52	1.8349599838256836	-1.412668771954127	-2.5921906669359935	754.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000504148	ENSG00000150779.12	TIMM8B	10.887299537658691	-0.42513802425756053	-4.628605014940469	874.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000504171	ENSG00000168824.15	NSG1	1.5733599662780762	0.45247715313205594	0.7119094383934514	304.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000504373	ENSG00000135535.17	CD164	12.257599830627441	0.27864266027212714	3.4154902253572055	132.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000504688	ENSG00000122203.15	KIAA1191	28.92770004272461	-0.6840361488109085	-19.787592531182494	1084.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000504689	ENSG00000004399.13	PLXND1	15.973600387573242	-0.6610679649697121	-10.559635501452448	1011.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000505065	ENSG00000158985.14	CDC42SE2	4.405980110168457	-0.19740871795699358	-0.8697788848923684	574.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000505719	ENSG00000163319.11	MRPS18C	16.751100540161133	-0.5911726818751636	-9.902793030687558	997.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000506244	ENSG00000145335.17	SNCA	9.572990417480469	-0.683723108031171	-6.545274761392363	936.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000506446	ENSG00000151743.11	AMN1	9.373889923095703	-0.12984102628815156	-1.2171154879269082	629.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000506581	ENSG00000163682.17	RPL9	406.0400085449219	0.5871881315016481	238.42187393240587	4.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000506691	ENSG00000145335.17	SNCA	17.64189910888672	-0.5757083131253801	-10.15658797630532	1005.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000507061	ENSG00000027847.14	B4GALT7	6.66910982131958	-0.2755891743652181	-1.8379344694084305	700.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000507085	ENSG00000082269.17	FAM135A	7.007730007171631	0.13650526085634399	0.9565920126397928	266.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000507141	ENSG00000113389.16	NPR3	8.91880989074707	-0.027139856733381717	-0.24205522266714333	470.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000507311	ENSG00000248771.5	SMIM31	3.622920036315918	-0.17474233708729042	-0.6330775142262146	537.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000507563	ENSG00000149483.13	TMEM138	5.355669975280762	-1.0457210490048263	-5.600536824674251	909.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000507721	ENSG00000152795.18	HNRNPDL	3.8103199005126953	-0.12206067044719368	-0.4650902016748639	505.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000507755	ENSG00000120727.13	PAIP2	1.8616100549697876	-2.3581640600267493	-4.389981925414174	864.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000507788	ENSG00000118816.12	CCNI	1.2378300428390503	-1.8398174961971019	-2.2773813701336927	728.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000507959	ENSG00000089335.22	ZNF302	33.898399353027344	0.014590663298165784	0.4946001313067828	335.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000508175	ENSG00000154274.15	C4orf19	10.460200309753418	0.03440761233549893	0.35991051720966144	361.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000508197	ENSG00000310517.1	CAST	4.147079944610596	-0.9677075302079322	-4.013160490773968	848.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000508247	ENSG00000040275.17	SPDL1	3.1314499378204346	-0.6381330076059177	-1.998281566988718	711.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000508267	ENSG00000156475.19	PPP2R2B	5.007269859313965	-0.11405501821715495	-0.5711042550222651	529.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000508609	ENSG00000176783.15	RUFY1	1.1332499980926514	0.2098417239885726	0.23780313330980857	373.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000508692	ENSG00000113163.19	CERT1	3.246530055999756	0.672757867897546	2.1841286385396965	175.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000508716	ENSG00000039123.16	MTREX	3.666800022125244	0.21204231769070966	0.7775167751997822	290.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000508809	ENSG00000113163.19	CERT1	15.793899536132812	0.2563314283878838	4.0484728279116595	114.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000508849	ENSG00000164056.11	SPRY1	2.3697500228881836	-0.38369500848673	-0.9092612551435102	584.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000508875	ENSG00000135336.17	ORC3	1.3473999500274658	-0.48768659178841867	-0.6571088894047804	544.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000508941	ENSG00000168685.15	IL7R	4.883120059967041	-0.8003741466316594	-3.908323050896058	843.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000509172	ENSG00000163625.17	WDFY3	1.7446600198745728	-0.6783963867943112	-1.1835710536674013	625.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000509314	ENSG00000118564.15	FBXL5	1.623610019683838	-0.24245016510319176	-0.3936445173355429	497.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000509434	ENSG00000145414.9	NAF1	1.6554299592971802	-1.67603414970059	-2.7745571442195316	770.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000509562	ENSG00000039319.17	ZFYVE16	5.459589958190918	-0.6221357279742197	-3.396605973079846	822.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000509581	ENSG00000249915.9	PDCD6	10.869099617004395	-0.6169076784704877	-6.705231011790648	944.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000509877	ENSG00000145592.14	RPL37	156.38699340820312	-2.267334638697303	-354.58164719614575	1183.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000509931	ENSG00000172262.12	ZNF131	9.37932014465332	-0.13486818160455605	-1.264971852596375	639.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000510217	ENSG00000113068.10	PFDN1	1.1431599855422974	-0.9466379724018672	-1.0821586508447083	612.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000510289	ENSG00000124406.17	ATP8A1	1.3040000200271606	-0.19730612257993077	-0.25728718779571114	474.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000510354	ENSG00000123219.13	CENPK	8.047760009765625	-0.6799265911889284	-5.471886030146519	905.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000510448	ENSG00000091490.11	SEL1L3	11.52400016784668	0.6045170781023284	6.966454909517417	82.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000510559	ENSG00000164037.17	SLC9B1	5.478400230407715	-2.0702915647496285	-11.341885785335514	1025.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000510994	ENSG00000129055.13	ANAPC13	5.940979957580566	-1.4390474062412664	-8.549351798487663	978.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000511176	ENSG00000078795.17	PKD2L2	6.4519500732421875	0.23201632718593287	1.4969577591806629	216.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000511313	ENSG00000285437.2	POLR2J3	39.852699279785156	-0.20547208494640068	-8.188617211759377	971.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000511706	ENSG00000120727.13	PAIP2	68.35600280761719	-1.2721185567682136	-86.95693963806994	1158.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000511809	ENSG00000163683.12	SMIM14	2.909679889678955	-0.7777030103030224	-2.262866809221489	726.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000512158	ENSG00000145824.13	CXCL14	10.834699630737305	-0.4070839067686219	-4.410631854345087	865.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000512160	ENSG00000164211.13	STARD4	1.2945599555969238	-0.16701724877710386	-0.21621384216080797	460.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000512608	ENSG00000164151.12	ICE1	63.17430114746094	-0.837632796920525	-52.91686656364723	1136.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000512808	ENSG00000064115.11	TM7SF3	4.3170599937438965	0.5959394277144721	2.57270626208078	157.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000513272	ENSG00000198498.10	TMA16	69.86409759521484	-1.839881857563795	-128.54168566050214	1167.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000513438	ENSG00000285437.2	POLR2J3	13.40839958190918	0.862025897542684	11.55838768420621	56.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000513596	ENSG00000109680.11	TBC1D19	8.747900009155273	-0.2227319858705677	-1.9484371412363113	707.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000513794	ENSG00000113595.15	TRIM23	2.3634300231933594	0.47604063319676293	1.125088724757207	248.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000514198	ENSG00000164292.13	RHOBTB3	1.9440399408340454	-0.2502869510264369	-0.486567829464968	509.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000514272	ENSG00000169609.14	C15orf40	20.706199645996094	0.5182778627723655	10.731564898664768	62.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000514447	ENSG00000145826.9	LECT2	11.957200050354004	-0.328900520450627	-3.932729319693695	844.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000514497	ENSG00000064692.20	SNCAIP	1.7106300592422485	-1.036542382556631	-1.773140557279951	691.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000514572	ENSG00000035928.17	RFC1	2.864870071411133	-1.0105080580004224	-2.8949742922851955	782.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000514642	ENSG00000186409.19	CCDC30	2.324049949645996	-0.05697914382004954	-0.1324223763258581	444.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000514744	ENSG00000147145.14	LPAR4	53.132999420166016	-0.13961642618615352	-7.418239491594546	956.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000514816	ENSG00000172239.14	PAIP1	11.48009967803955	-2.172407869283335	-24.9394588807302	1099.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000514989	ENSG00000109743.12	BST1	3.6805899143218994	-0.011739706569242392	-0.04320904559585209	425.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000515208	ENSG00000112992.18	NNT	2.4259700775146484	0.41371708150973124	1.0036652602992968	260.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000515463	ENSG00000153037.15	SRP19	7.962520122528076	-0.33333813669637574	-2.6542116210509064	763.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000515468	ENSG00000118816.12	CCNI	8.277250289916992	0.11919226053301624	0.9865841730527704	263.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000515665	ENSG00000168685.15	IL7R	11.0871000289917	-0.9312941938495569	-10.325351883629224	1008.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000515742	ENSG00000124795.17	DEK	3.0691299438476562	-1.0501835516516063	-3.2231497849102264	804.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000515828	ENSG00000172932.16	ANKRD13D	11.570300102233887	-1.2837613984557767	-14.85350463979679	1053.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000517461	ENSG00000104331.9	BPNT2	11.758099555969238	-0.6808270158934595	-8.005231833268748	965.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000517856	ENSG00000198363.18	ASPH	1.8771100044250488	0.47073881516072646	0.8836285394093935	278.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000518148	ENSG00000135722.9	FBXL8	10.631199836730957	0.3217419576046333	3.420503047155876	131.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000518206	ENSG00000157168.22	NRG1	1.9351199865341187	0.18489083554369654	0.3577859511876	363.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000518219	ENSG00000161010.16	MRNIP	6.373730182647705	-0.6518460344125979	-4.15469074397479	857.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000518249	ENSG00000105339.11	DENND3	2.103529930114746	0.6999759467364896	1.4724203543206111	221.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000518293	ENSG00000070756.17	PABPC1	6.079949855804443	0.006026850923176419	0.036642951401321344	409.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000518498	ENSG00000160180.17	TFF3	3.3169400691986084	0.2927123241342686	0.9709092366692065	265.0	Amyloid	1.0	AC	control	N015	BC	1
SRR32060215	ENST00000518502	ENSG00000040341.18	STAU2	59.192901611328125	-0.5847239555407968	-34.611507570112984	1119.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000518564	ENSG00000104695.13	PPP2CB	10.80840015411377	-1.263205846294924	-13.653234263771472	1046.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000519020	ENSG00000153310.22	CYRIB	5.924369812011719	-0.6290123075505593	-3.726501526236364	835.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000519103	ENSG00000120963.12	ZNF706	19.488100051879883	-0.6860589146198335	-13.369984769595433	1042.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000519349	ENSG00000164609.10	SLU7	1.2500900030136108	-0.8625108096085332	-1.0782161405828032	610.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000519472	ENSG00000120885.22	CLU	47.37089920043945	0.8550254115920843	40.50332258634288	20.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000519742	ENSG00000120885.22	CLU	52.8203010559082	0.46136682827259945	24.369534766568204	30.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000519744	ENSG00000120963.12	ZNF706	30.388999938964844	-1.7030127002082138	-51.752852842683765	1135.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000519807	ENSG00000008988.11	RPS20	19.667400360107422	-0.5163932161933051	-10.15611212611724	1004.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000519977	ENSG00000184428.13	TOP1MT	18.544200897216797	-0.6327721109539391	-11.734253147685806	1029.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000520261	ENSG00000074706.14	IPCEF1	6.424039840698242	-1.3150375137719958	-8.447853380484064	975.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000520334	ENSG00000104695.13	PPP2CB	7.015460014343262	-0.21255672026797848	-1.4911831718199489	661.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000520342	ENSG00000153317.15	ASAP1	509.9110107421875	-0.4936311323436694	-251.707949627171	1179.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000520670	ENSG00000104613.12	INTS10	18.968399047851562	-0.33718623021797905	-6.395882968215371	933.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000520743	ENSG00000174226.9	SNX31	3.756619930267334	0.2950270594243858	1.1083045314018127	251.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000520871	ENSG00000134013.16	LOXL2	1.918370008468628	0.24462419922064926	0.4692797271305483	342.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000521094	ENSG00000146006.8	LRRTM2	1.349370002746582	-0.44965417759061055	-0.6067498588504543	532.0	Amyloid	2.0	AC	control	N015	BC	1
SRR32060215	ENST00000521209	ENSG00000175806.15	MSRA	3.776789903640747	-0.06009288678297988	-0.2269582080825849	464.0	Amyloid	2.0	AC	control	N015	BC	1
